epoch,train_loss,val_loss
1,0.032166559448838235,0.01449845067691058
2,0.022877473431825637,0.014070777979213744
3,0.022005615031719206,0.01390168012585491
4,0.021589679473638535,0.013545927155064419
5,0.021312121698260307,0.013807190203806385
